timestamp,duration,src_bytes,dst_bytes,failed_logins,prediction,severity,risk_score
2025-12-30 11:05:35,167,49933,21838,8,attack,MEDIUM,50
2025-12-30 11:05:25,151,18400,47237,4,normal,LOW,29
2025-12-30 11:05:15,108,11293,26128,4,normal,LOW,30
2025-12-30 11:05:05,50,56611,45575,2,normal,LOW,8
2025-12-30 11:04:55,119,36151,43734,6,normal,LOW,23
2025-12-30 11:04:45,153,54458,98735,8,normal,LOW,11
2025-12-30 11:04:35,99,11712,31383,10,normal,LOW,9
2025-12-30 11:04:25,24,118041,40162,6,normal,LOW,26
2025-12-30 11:04:15,12,116430,87621,0,normal,LOW,13
2025-12-30 11:04:05,170,23096,79882,4,normal,LOW,28
2025-12-30 11:03:55,79,109694,20419,2,normal,LOW,13
2025-12-30 11:03:45,111,55496,108402,5,normal,LOW,17
2025-12-30 11:03:35,114,13435,110666,6,normal,LOW,14
2025-12-30 11:03:25,72,59671,13999,3,normal,LOW,16
2025-12-30 11:03:15,169,48029,28972,6,normal,LOW,27
2025-12-30 11:03:05,122,119117,112425,5,normal,LOW,19
2025-12-30 11:02:55,96,49652,34177,1,attack,MEDIUM,81
2025-12-30 11:02:45,65,12473,85050,10,normal,LOW,9
2025-12-30 11:02:35,158,29995,72315,6,normal,LOW,10
2025-12-30 11:02:25,78,94350,23961,8,normal,LOW,5
2025-12-30 11:02:15,8,105246,20891,3,normal,LOW,9
2025-12-30 11:02:05,23,12992,23367,6,normal,LOW,8
2025-12-30 11:01:55,71,107433,79404,5,normal,LOW,28
2025-12-30 11:01:45,155,71573,45601,0,normal,LOW,15
2025-12-30 11:01:35,53,69091,98712,3,normal,LOW,23
2025-12-30 11:01:25,97,24545,12246,2,attack,MEDIUM,91
2025-12-30 11:01:15,33,28466,12912,2,normal,LOW,7
2025-12-30 11:01:05,62,68155,44548,5,normal,LOW,7
2025-12-30 11:00:55,175,85615,61259,5,normal,LOW,29
2025-12-30 11:00:45,57,3640,23911,3,attack,MEDIUM,71
2025-12-30 11:00:35,65,10125,68540,2,attack,HIGH,51
2025-12-30 11:00:25,68,78814,6187,3,normal,LOW,25
2025-12-30 11:00:15,29,5251,9781,0,normal,LOW,21
2025-12-30 11:00:05,73,68865,50060,3,normal,LOW,19
2025-12-30 10:59:55,30,88437,17576,2,normal,LOW,6
2025-12-30 10:59:45,162,26777,99917,6,normal,LOW,5
2025-12-30 10:59:35,130,82240,10486,3,attack,HIGH,69
2025-12-30 10:59:25,100,19719,35037,7,normal,LOW,10
2025-12-30 10:59:15,47,74140,5704,0,attack,HIGH,90
2025-12-30 10:59:05,124,74157,43533,2,normal,LOW,12
2025-12-30 10:58:55,109,81368,24114,6,attack,MEDIUM,63
2025-12-30 10:58:45,112,42436,110338,3,attack,HIGH,53
2025-12-30 10:58:35,52,57708,44542,1,normal,LOW,21
2025-12-30 10:58:25,153,46661,72358,10,normal,LOW,8
2025-12-30 10:58:15,175,64076,35538,4,normal,LOW,27
2025-12-30 10:58:05,54,109400,74750,7,normal,LOW,30
2025-12-30 10:57:55,21,19503,104653,0,normal,LOW,11
2025-12-30 10:57:45,72,37702,64243,7,normal,LOW,10
2025-12-30 10:57:35,18,84127,37224,4,normal,LOW,8
2025-12-30 10:57:25,1,89972,35875,6,attack,HIGH,70
2025-12-30 10:57:15,11,71293,90918,5,normal,LOW,28
2025-12-30 10:57:05,7,114727,67542,2,normal,LOW,23
2025-12-30 10:56:55,77,111001,96098,10,normal,LOW,14
2025-12-30 10:56:45,98,83182,13807,9,attack,MEDIUM,85
2025-12-30 10:56:35,124,33016,47809,0,normal,LOW,29
2025-12-30 10:56:25,32,117669,93811,3,normal,LOW,12
2025-12-30 10:56:15,98,14489,74824,2,normal,LOW,17
2025-12-30 10:56:05,11,50449,18031,3,normal,LOW,14
2025-12-30 10:55:55,30,4508,52840,6,attack,HIGH,51
2025-12-30 10:55:45,127,71768,44028,2,normal,LOW,18
2025-12-30 10:55:35,135,9206,9872,2,normal,LOW,10
2025-12-30 10:55:25,77,2303,55174,3,normal,LOW,17
2025-12-30 10:55:15,34,116935,99772,7,normal,LOW,20
2025-12-30 10:55:05,175,62215,99953,4,normal,LOW,21
2025-12-30 10:54:55,73,20579,93891,10,normal,LOW,21
2025-12-30 10:54:45,39,43959,53155,1,normal,LOW,23
2025-12-30 10:54:35,86,68754,35797,10,normal,LOW,23
2025-12-30 10:54:25,170,115456,4180,9,normal,LOW,15
2025-12-30 10:54:15,78,4271,44087,10,normal,LOW,21
2025-12-30 10:54:05,148,10347,31465,9,normal,LOW,13
2025-12-30 10:53:55,31,105066,85530,9,attack,HIGH,68
2025-12-30 10:53:45,82,112869,95163,8,normal,LOW,6
2025-12-30 10:53:35,58,113304,75745,9,normal,LOW,7
2025-12-30 10:53:25,143,23149,15193,6,normal,LOW,21
2025-12-30 10:53:15,112,13998,10794,7,attack,HIGH,91
2025-12-30 10:53:05,97,59241,2953,8,normal,LOW,14
2025-12-30 10:52:55,179,13043,52314,3,normal,LOW,6
2025-12-30 10:52:45,14,26342,34276,0,normal,LOW,9
2025-12-30 10:52:35,151,17185,4569,8,normal,LOW,22
2025-12-30 10:52:25,91,98117,104515,8,normal,LOW,8
2025-12-30 10:52:15,177,117227,90868,8,normal,LOW,23
2025-12-30 10:52:05,43,111455,59474,0,normal,LOW,20
2025-12-30 10:51:55,64,77422,99124,8,attack,HIGH,90
2025-12-30 10:51:45,170,107753,59423,0,normal,LOW,26
2025-12-30 10:51:35,9,47213,50459,7,normal,LOW,19
2025-12-30 10:51:25,31,44431,5679,10,attack,HIGH,70
2025-12-30 10:51:15,148,101503,100410,2,normal,LOW,27
2025-12-30 10:51:05,74,110415,63306,5,normal,LOW,22
2025-12-30 10:50:55,101,100564,25770,7,attack,MEDIUM,99
2025-12-30 10:50:45,110,90553,60563,3,normal,LOW,28
2025-12-30 10:50:35,30,91985,80282,10,attack,MEDIUM,75
2025-12-30 10:50:25,32,19062,35243,7,normal,LOW,10
2025-12-30 10:50:15,122,40868,91093,1,normal,LOW,13
2025-12-30 10:50:05,161,53755,80178,0,attack,HIGH,56
2025-12-30 10:49:55,92,112406,114932,6,normal,LOW,10
2025-12-30 10:49:45,85,108877,94844,6,normal,LOW,14
2025-12-30 10:49:35,46,78195,30482,5,normal,LOW,12
2025-12-30 10:49:25,87,13226,103413,6,attack,MEDIUM,79
2025-12-30 10:49:15,85,76134,85328,3,normal,LOW,20
2025-12-30 10:49:05,138,47334,109766,10,attack,MEDIUM,100
2025-12-30 10:48:55,54,69150,82641,5,normal,LOW,22
2025-12-30 10:48:45,124,57588,48091,3,normal,LOW,18
2025-12-30 10:48:35,23,77062,103827,4,attack,HIGH,90
2025-12-30 10:48:25,36,55647,56421,9,attack,HIGH,92
2025-12-30 10:48:15,27,40808,18898,5,normal,LOW,26
2025-12-30 10:48:05,51,79408,16024,6,attack,MEDIUM,62
2025-12-30 10:47:55,104,118129,66102,6,normal,LOW,17
2025-12-30 10:47:45,106,37472,119855,5,normal,LOW,9
2025-12-30 10:47:35,26,14356,112872,8,normal,LOW,6
2025-12-30 10:47:25,34,30129,20834,4,normal,LOW,8
2025-12-30 10:47:15,5,68105,75466,6,normal,LOW,24
2025-12-30 10:47:05,155,118906,33669,10,normal,LOW,6
2025-12-30 10:46:55,101,78417,80084,3,attack,MEDIUM,93
2025-12-30 10:46:45,71,40863,74521,2,normal,LOW,22
2025-12-30 10:46:35,165,20548,5427,5,normal,LOW,6
2025-12-30 10:46:25,83,72594,51682,7,normal,LOW,8
2025-12-30 10:46:15,35,30095,17973,8,attack,MEDIUM,86
2025-12-30 10:46:05,94,74077,85715,5,normal,LOW,6
2025-12-30 10:45:55,52,68016,27664,2,normal,LOW,13
2025-12-30 10:45:45,9,40692,40055,7,normal,LOW,26
2025-12-30 10:45:35,39,62052,10926,6,normal,LOW,5
2025-12-30 10:45:25,29,101423,43913,0,attack,HIGH,87
2025-12-30 10:45:15,85,98582,28550,8,normal,LOW,17
2025-12-30 10:45:05,39,53114,97072,5,normal,LOW,11
2025-12-30 10:44:55,20,15807,46601,0,normal,LOW,9
2025-12-30 10:44:45,75,63772,51359,0,normal,LOW,18
2025-12-30 10:44:35,42,23432,111596,5,attack,HIGH,65
2025-12-30 10:44:25,118,66667,82490,1,attack,MEDIUM,81
2025-12-30 10:44:15,127,90541,3547,10,normal,LOW,16
2025-12-30 10:44:05,74,25009,65066,9,normal,LOW,10
2025-12-30 10:43:55,71,104986,117101,7,normal,LOW,14
2025-12-30 10:43:45,154,65285,9222,1,normal,LOW,12
2025-12-30 10:43:35,15,82819,83089,7,normal,LOW,9
2025-12-30 10:43:25,90,65756,76334,7,normal,LOW,30
2025-12-30 10:43:15,98,102049,24740,10,attack,HIGH,96
2025-12-30 10:43:05,89,17277,17093,5,normal,LOW,11
2025-12-30 10:42:55,68,91393,13934,10,normal,LOW,21
2025-12-30 10:42:45,90,2019,42697,6,attack,HIGH,98
2025-12-30 10:42:35,32,55322,45770,10,normal,LOW,13
2025-12-30 10:42:25,155,3366,74016,3,normal,LOW,24
2025-12-30 10:42:15,134,64524,77171,4,normal,LOW,30
2025-12-30 10:42:05,85,35218,40015,5,normal,LOW,14
2025-12-30 10:41:55,110,86388,8542,8,attack,MEDIUM,86
2025-12-30 10:41:45,3,17539,86493,7,attack,HIGH,51
2025-12-30 10:41:35,16,50442,28691,10,normal,LOW,15
2025-12-30 10:41:25,27,74012,49250,3,normal,LOW,20
2025-12-30 10:41:15,19,55021,8082,9,normal,LOW,13
2025-12-30 10:41:05,167,75621,102394,10,attack,MEDIUM,62
2025-12-30 10:40:55,120,99138,103686,2,normal,LOW,29
2025-12-30 10:40:45,87,93948,88524,8,normal,LOW,22
2025-12-30 10:40:35,92,78138,30481,2,attack,HIGH,66
2025-12-30 10:40:25,159,96214,25722,7,normal,LOW,29
2025-12-30 10:40:15,17,19918,66550,5,normal,LOW,13
2025-12-30 10:40:05,109,34064,117635,9,normal,LOW,17
2025-12-30 10:39:55,143,114082,116319,10,attack,HIGH,62
2025-12-30 10:39:45,146,40326,39348,4,attack,HIGH,65
2025-12-30 10:39:35,58,60012,98574,0,normal,LOW,24
2025-12-30 10:39:25,146,84220,104803,0,normal,LOW,27
2025-12-30 10:39:15,153,82156,22287,10,attack,MEDIUM,95
2025-12-30 10:39:05,31,48997,74416,5,attack,HIGH,89
2025-12-30 10:38:55,30,10637,48669,7,normal,LOW,7
2025-12-30 10:38:45,166,64449,93682,1,attack,HIGH,77
2025-12-30 10:38:35,94,94617,37017,2,normal,LOW,22
2025-12-30 10:38:25,21,116635,97929,8,normal,LOW,19
2025-12-30 10:38:15,177,96483,3556,4,normal,LOW,13
2025-12-30 10:38:05,97,9639,103415,3,normal,LOW,27
2025-12-30 10:37:55,160,84376,51396,1,normal,LOW,15
2025-12-30 10:37:45,168,116358,68759,7,normal,LOW,19
2025-12-30 10:37:35,140,95035,70026,9,attack,MEDIUM,84
2025-12-30 10:37:25,11,2860,33672,0,normal,LOW,24
2025-12-30 10:37:15,8,116812,42401,9,attack,HIGH,64
2025-12-30 10:37:05,77,54593,14410,2,normal,LOW,17
2025-12-30 10:36:55,8,91166,109022,2,normal,LOW,11
2025-12-30 10:36:45,144,95909,105700,1,normal,LOW,22
2025-12-30 10:36:35,98,102445,7502,8,normal,LOW,28
2025-12-30 10:36:25,30,9218,21100,7,attack,HIGH,97
2025-12-30 10:36:15,12,96758,48338,5,attack,MEDIUM,88
2025-12-30 10:36:05,106,90803,9122,5,attack,HIGH,73
2025-12-30 10:35:55,131,25157,96572,6,normal,LOW,9
2025-12-30 10:35:45,101,54122,25136,10,attack,HIGH,63
2025-12-30 10:35:35,135,119628,100760,3,normal,LOW,28
2025-12-30 10:35:25,38,113845,18328,3,normal,LOW,18
2025-12-30 10:35:15,166,108608,80960,2,normal,LOW,14
2025-12-30 10:35:05,88,63309,70731,3,normal,LOW,28
2025-12-30 10:34:55,87,56656,102903,8,normal,LOW,10
2025-12-30 10:34:45,84,20695,23826,6,attack,HIGH,79
2025-12-30 10:34:35,159,112122,64884,3,normal,LOW,18
2025-12-30 10:34:25,93,62511,50116,1,normal,LOW,5
2025-12-30 10:34:15,161,53241,15831,9,attack,MEDIUM,74
2025-12-30 10:34:05,133,35364,14418,4,attack,HIGH,97
2025-12-30 10:33:55,169,1756,112167,3,attack,HIGH,66
2025-12-30 10:33:45,98,99233,114993,1,attack,HIGH,61
2025-12-30 10:33:35,21,98332,104711,3,normal,LOW,19
2025-12-30 10:33:25,78,69428,72201,10,normal,LOW,27
2025-12-30 10:33:15,26,45152,32079,0,attack,MEDIUM,61
2025-12-30 10:33:05,101,12232,43268,2,normal,LOW,13
2025-12-30 10:32:55,22,64027,110143,1,normal,LOW,29
2025-12-30 10:32:45,73,53925,95751,3,normal,LOW,16
2025-12-30 10:32:35,127,6515,59869,0,attack,HIGH,92
2025-12-30 10:32:25,62,15544,114109,10,normal,LOW,20
2025-12-30 10:32:15,80,58640,80780,7,normal,LOW,30
2025-12-30 10:32:05,65,13878,112264,10,normal,LOW,5
2025-12-30 10:31:55,75,3766,54672,9,normal,LOW,18
2025-12-30 10:31:45,28,111459,9260,10,normal,LOW,24
2025-12-30 10:31:35,135,110045,76135,10,normal,LOW,13
2025-12-30 10:31:25,142,109891,65170,9,normal,LOW,12
2025-12-30 10:31:15,147,14690,34658,0,normal,LOW,29
2025-12-30 10:31:05,174,3403,39642,3,normal,LOW,10
2025-12-30 10:30:55,92,112159,5717,2,normal,LOW,30
2025-12-30 10:30:45,175,11808,87517,2,attack,HIGH,78
2025-12-30 10:30:35,128,30539,91092,5,attack,HIGH,55
2025-12-30 10:30:25,1,78554,107915,6,normal,LOW,22
2025-12-30 10:30:15,96,74744,92620,1,attack,HIGH,73
2025-12-30 10:30:05,84,14900,86051,10,normal,LOW,18
2025-12-30 10:29:55,154,8014,10906,2,attack,HIGH,85
2025-12-30 10:29:45,138,16167,103839,7,normal,LOW,25
2025-12-30 10:29:35,116,44062,64227,1,normal,LOW,27
2025-12-30 10:29:25,21,99123,26249,3,attack,HIGH,67
2025-12-30 10:29:15,31,3504,116837,0,attack,MEDIUM,56
2025-12-30 10:29:05,20,28308,20720,2,normal,LOW,22
2025-12-30 10:28:55,31,37896,28508,1,normal,LOW,19
2025-12-30 10:28:45,120,63661,96303,9,attack,HIGH,72
2025-12-30 10:28:35,77,24690,50753,5,normal,LOW,9
2025-12-30 10:28:25,42,81256,42623,7,attack,MEDIUM,70
2025-12-30 10:28:15,49,66808,71698,9,normal,LOW,12
2025-12-30 10:28:05,54,119339,62019,1,normal,LOW,27
2025-12-30 10:27:55,95,56034,38155,0,normal,LOW,29
2025-12-30 10:27:45,167,81285,62274,1,attack,MEDIUM,71
2025-12-30 10:27:35,144,14631,24925,7,normal,LOW,15
2025-12-30 10:27:25,158,35779,113155,8,normal,LOW,6
2025-12-30 10:27:15,170,93528,76614,2,normal,LOW,7
2025-12-30 10:27:05,85,26225,36295,0,normal,LOW,11
2025-12-30 10:26:55,161,106504,74827,9,attack,MEDIUM,93
2025-12-30 10:26:45,140,66399,35035,0,normal,LOW,28
2025-12-30 10:26:35,107,28042,61088,7,normal,LOW,20
2025-12-30 10:26:25,158,15372,27731,10,attack,HIGH,97
2025-12-30 10:26:15,80,3700,83675,6,attack,HIGH,89
2025-12-30 10:26:05,35,32234,26333,6,normal,LOW,21
2025-12-30 10:25:55,116,44673,12415,10,attack,MEDIUM,56
2025-12-30 10:25:45,37,39996,88405,10,normal,LOW,9
2025-12-30 10:25:35,123,88894,19746,4,attack,HIGH,73
2025-12-30 10:25:25,40,45202,102536,4,normal,LOW,19
2025-12-30 10:25:15,100,36459,12468,9,normal,LOW,17
2025-12-30 10:25:05,75,118377,114223,7,attack,MEDIUM,56
2025-12-30 10:24:55,143,80725,98789,7,attack,MEDIUM,86
2025-12-30 10:24:45,30,54384,106666,4,normal,LOW,15
2025-12-30 10:24:35,121,63492,63448,10,normal,LOW,16
2025-12-30 10:24:25,155,80372,10397,8,attack,HIGH,69
2025-12-30 10:24:15,146,62131,29722,0,normal,LOW,12
2025-12-30 10:24:05,77,69143,46293,10,normal,LOW,30
2025-12-30 10:23:55,99,56001,62021,7,normal,LOW,18
2025-12-30 10:23:45,78,8726,8032,4,normal,LOW,28
2025-12-30 10:23:35,150,65525,100825,0,normal,LOW,22
2025-12-30 10:23:25,178,90965,94321,1,normal,LOW,16
2025-12-30 10:23:15,15,66214,28794,3,normal,LOW,18
2025-12-30 10:23:05,159,36714,63572,2,normal,LOW,28
2025-12-30 10:22:55,119,28846,90673,3,attack,MEDIUM,55
2025-12-30 10:22:45,148,65913,67467,8,normal,LOW,5
2025-12-30 10:22:35,107,65628,33485,6,normal,LOW,26
2025-12-30 10:22:25,140,73728,107744,9,normal,LOW,7
2025-12-30 10:22:15,135,10839,91433,0,normal,LOW,22
2025-12-30 10:22:05,105,71466,49357,6,attack,MEDIUM,52
2025-12-30 10:21:55,134,115811,90026,10,attack,HIGH,89
2025-12-30 10:21:45,37,33747,78074,5,normal,LOW,8
2025-12-30 10:21:35,138,13669,25667,2,attack,HIGH,83
2025-12-30 10:21:25,134,70589,29068,0,attack,MEDIUM,59
2025-12-30 10:21:15,91,37148,115649,0,attack,MEDIUM,93
2025-12-30 10:21:05,137,50863,61416,5,attack,HIGH,74
2025-12-30 10:20:55,68,86193,26882,3,normal,LOW,23
2025-12-30 10:20:45,101,56044,43832,1,attack,HIGH,96
2025-12-30 10:20:35,138,44525,35348,6,attack,MEDIUM,84
2025-12-30 10:20:25,33,28612,64648,4,normal,LOW,26
2025-12-30 10:20:15,79,18730,60428,6,normal,LOW,9
2025-12-30 10:20:05,127,52303,96678,7,normal,LOW,20
2025-12-30 10:19:55,148,9954,59897,9,attack,MEDIUM,50
2025-12-30 10:19:45,129,39784,43969,0,attack,HIGH,71
2025-12-30 10:19:35,38,14552,110862,0,attack,MEDIUM,68
2025-12-30 10:19:25,115,76381,14047,6,attack,HIGH,87
2025-12-30 10:19:15,104,21422,47927,1,normal,LOW,13
2025-12-30 10:19:05,57,91340,89343,2,normal,LOW,18
2025-12-30 10:18:55,40,77609,24095,2,normal,LOW,27
2025-12-30 10:18:45,56,118576,48264,5,normal,LOW,12
2025-12-30 10:18:35,10,97719,48694,9,normal,LOW,28
2025-12-30 10:18:25,180,33778,35095,4,normal,LOW,7
2025-12-30 10:18:15,34,25842,60698,3,attack,HIGH,89
2025-12-30 10:18:05,56,63747,76918,8,normal,LOW,20
2025-12-30 10:17:55,161,82085,118130,1,normal,LOW,19
2025-12-30 10:17:45,114,73858,90555,6,normal,LOW,18
2025-12-30 10:17:35,123,3649,112284,6,normal,LOW,23
2025-12-30 10:17:25,139,39394,113820,4,normal,LOW,28
2025-12-30 10:17:15,172,66519,42931,8,normal,LOW,13
2025-12-30 10:17:05,93,93185,41009,5,normal,LOW,27
2025-12-30 10:16:55,127,55989,113106,4,normal,LOW,6
2025-12-30 10:16:45,175,91190,76018,3,normal,LOW,28
2025-12-30 10:16:35,125,94380,59639,2,normal,LOW,9
2025-12-30 10:16:25,81,26295,45403,4,normal,LOW,10
2025-12-30 10:16:15,29,69887,96894,4,normal,LOW,25
2025-12-30 10:16:05,52,562,88896,2,normal,LOW,15
2025-12-30 10:15:55,180,38226,44223,6,normal,LOW,26
2025-12-30 10:15:45,131,68289,64889,6,normal,LOW,30
2025-12-30 10:15:35,48,79186,6063,1,normal,LOW,11
2025-12-30 10:15:25,83,112212,11780,10,normal,LOW,14
2025-12-30 10:15:15,122,35969,42023,5,normal,LOW,9
2025-12-30 10:15:05,175,106086,110095,8,attack,MEDIUM,73
2025-12-30 10:14:55,101,101495,104491,4,attack,HIGH,69
2025-12-30 10:14:45,76,52420,102100,2,normal,LOW,19
2025-12-30 10:14:35,19,76774,12475,1,normal,LOW,17
2025-12-30 10:14:25,41,22954,50489,9,normal,LOW,6
2025-12-30 10:14:15,161,8688,108591,3,normal,LOW,29
2025-12-30 10:14:05,173,21447,73051,2,normal,LOW,11
2025-12-30 10:13:55,138,61871,44024,6,normal,LOW,24
2025-12-30 10:13:45,120,67618,77228,2,normal,LOW,16
2025-12-30 10:13:35,41,18728,14926,2,normal,LOW,10
2025-12-30 10:13:25,171,44050,85960,5,normal,LOW,21
2025-12-30 10:13:15,27,50783,26477,1,normal,LOW,19
2025-12-30 10:13:05,97,47208,25247,8,normal,LOW,15
2025-12-30 10:12:55,110,90321,104346,6,normal,LOW,12
2025-12-30 10:12:45,151,107056,92877,9,normal,LOW,10
2025-12-30 10:12:35,92,72271,70668,10,attack,MEDIUM,89
2025-12-30 10:12:25,122,22755,114374,1,attack,MEDIUM,74
2025-12-30 10:12:15,149,91222,38601,1,normal,LOW,30
2025-12-30 10:12:05,85,34566,27520,10,normal,LOW,30
2025-12-30 10:11:55,84,86635,108511,1,attack,HIGH,76
2025-12-30 10:11:45,85,63455,55136,4,normal,LOW,10
2025-12-30 10:11:35,173,58970,83229,3,attack,MEDIUM,66
2025-12-30 10:11:25,82,61567,104770,4,attack,MEDIUM,74
2025-12-30 10:11:15,12,83048,41224,6,normal,LOW,28
2025-12-30 10:11:05,25,79787,87538,4,normal,LOW,6
2025-12-30 10:10:55,150,92415,76588,0,normal,LOW,24
2025-12-30 10:10:45,127,98495,87546,6,normal,LOW,30
2025-12-30 10:10:35,145,56890,97715,9,normal,LOW,29
2025-12-30 10:10:25,75,67958,86825,5,normal,LOW,12
2025-12-30 10:10:15,9,76576,96097,4,normal,LOW,7
2025-12-30 10:10:05,95,50476,107267,5,normal,LOW,13
2025-12-30 10:09:55,117,82114,53643,4,normal,LOW,28
2025-12-30 10:09:45,94,89433,106873,6,normal,LOW,27
2025-12-30 10:09:35,34,20024,69559,5,attack,HIGH,86
2025-12-30 10:09:25,159,28830,86865,6,attack,HIGH,91
2025-12-30 10:09:15,147,59580,29068,3,attack,HIGH,71
2025-12-30 10:09:05,113,106936,37951,2,attack,HIGH,51
2025-12-30 10:08:55,56,19044,82552,5,attack,HIGH,72
2025-12-30 10:08:45,109,97786,62698,7,normal,LOW,15
2025-12-30 10:08:35,136,61075,5313,3,normal,LOW,19
2025-12-30 10:08:25,137,93921,62034,9,normal,LOW,8
2025-12-30 10:08:15,160,3549,28198,2,normal,LOW,28
2025-12-30 10:08:05,118,112147,102109,5,normal,LOW,9
2025-12-30 10:07:55,91,112260,91229,1,attack,HIGH,51
2025-12-30 10:07:45,56,100974,38407,0,normal,LOW,23
2025-12-30 10:07:35,113,41367,86055,4,normal,LOW,23
2025-12-30 10:07:25,20,61933,103726,1,normal,LOW,9
2025-12-30 10:07:15,178,25097,27018,6,normal,LOW,6
2025-12-30 10:07:05,113,49419,75123,4,normal,LOW,18
2025-12-30 10:06:55,41,30566,32368,9,normal,LOW,14
2025-12-30 10:06:45,94,108277,26950,5,normal,LOW,13
2025-12-30 10:06:35,165,68024,41947,0,normal,LOW,29
2025-12-30 10:06:25,12,4860,101652,2,normal,LOW,28
2025-12-30 10:06:15,164,75117,77829,3,attack,HIGH,55
2025-12-30 10:06:05,123,97689,4314,8,normal,LOW,21
2025-12-30 10:05:55,114,111715,47304,10,normal,LOW,9
2025-12-30 10:05:45,45,674,11725,4,normal,LOW,23
2025-12-30 10:05:35,100,76993,4358,7,normal,LOW,11
2025-12-30 10:05:25,134,8642,6832,9,normal,LOW,15
2025-12-30 10:05:15,101,74772,41953,5,normal,LOW,15
2025-12-30 10:05:05,106,31204,65597,6,normal,LOW,24
2025-12-30 10:04:55,37,82824,86350,4,normal,LOW,20
2025-12-30 10:04:45,47,84941,49653,8,normal,LOW,15
2025-12-30 10:04:35,129,52309,79541,7,normal,LOW,25
2025-12-30 10:04:25,22,20227,1574,7,normal,LOW,12
2025-12-30 10:04:15,56,29551,39999,4,attack,MEDIUM,76
2025-12-30 10:04:05,132,32918,99312,7,attack,MEDIUM,97
2025-12-30 10:03:55,132,1218,78951,2,normal,LOW,20
2025-12-30 10:03:45,35,103849,103852,0,normal,LOW,17
2025-12-30 10:03:35,52,56362,103137,7,normal,LOW,16
2025-12-30 10:03:25,119,30467,42852,3,normal,LOW,18
2025-12-30 10:03:15,50,9056,92698,7,normal,LOW,15
2025-12-30 10:03:05,20,82614,117625,10,normal,LOW,9
2025-12-30 10:02:55,66,40728,50000,3,normal,LOW,29
2025-12-30 10:02:45,82,56788,5008,8,normal,LOW,6
2025-12-30 10:02:35,90,111787,56474,6,normal,LOW,19
2025-12-30 10:02:25,174,11490,62459,8,normal,LOW,18
2025-12-30 10:02:15,180,42376,55079,3,normal,LOW,15
2025-12-30 10:02:05,2,75807,7920,9,attack,MEDIUM,90
2025-12-30 10:01:55,49,40630,75031,3,normal,LOW,17
2025-12-30 10:01:45,77,93749,73375,8,normal,LOW,19
2025-12-30 10:01:35,51,101015,15867,7,normal,LOW,24
2025-12-30 10:01:25,48,113581,115738,8,attack,HIGH,72
2025-12-30 10:01:15,137,41025,91628,9,normal,LOW,23
2025-12-30 10:01:05,142,60415,114609,4,normal,LOW,9
2025-12-30 10:00:55,107,5609,68764,8,normal,LOW,29
2025-12-30 10:00:45,36,36747,108790,2,normal,LOW,20
2025-12-30 10:00:35,40,35016,94726,1,normal,LOW,19
2025-12-30 10:00:25,43,102046,25565,3,attack,HIGH,61
2025-12-30 10:00:15,116,66778,47024,5,normal,LOW,15
2025-12-30 10:00:05,95,26882,92735,9,attack,MEDIUM,64
2025-12-30 09:59:55,17,75576,1690,7,normal,LOW,17
2025-12-30 09:59:45,131,49449,112121,4,attack,MEDIUM,85
2025-12-30 09:59:35,47,32614,65114,5,attack,HIGH,80
2025-12-30 09:59:25,150,102921,45441,6,normal,LOW,29
2025-12-30 09:59:15,41,71117,24758,4,attack,HIGH,97
2025-12-30 09:59:05,172,18119,45578,6,attack,HIGH,85
2025-12-30 09:58:55,29,38799,25882,4,attack,HIGH,79
2025-12-30 09:58:45,5,101727,19395,3,normal,LOW,16
2025-12-30 09:58:35,66,42764,102874,10,normal,LOW,22
2025-12-30 09:58:25,114,21579,10005,8,normal,LOW,24
2025-12-30 09:58:15,145,21988,11448,3,normal,LOW,13
2025-12-30 09:58:05,175,13579,28207,8,normal,LOW,29
2025-12-30 09:57:55,137,6235,52092,2,normal,LOW,14
2025-12-30 09:57:45,89,90550,41543,6,normal,LOW,18
2025-12-30 09:57:35,121,117582,23324,5,attack,HIGH,66
2025-12-30 09:57:25,61,94695,51880,2,normal,LOW,30
2025-12-30 09:57:15,160,16392,87677,2,normal,LOW,19
2025-12-30 09:57:05,174,3821,4543,2,attack,HIGH,91
2025-12-30 09:56:55,140,106614,31859,10,normal,LOW,25
2025-12-30 09:56:45,146,26882,69345,5,normal,LOW,18
2025-12-30 09:56:35,40,96586,6470,10,normal,LOW,5
2025-12-30 09:56:25,157,98042,87500,7,normal,LOW,21
2025-12-30 09:56:15,23,64989,91459,9,normal,LOW,17
2025-12-30 09:56:05,16,44752,63584,8,attack,HIGH,60
2025-12-30 09:55:55,117,29003,33811,4,normal,LOW,5
2025-12-30 09:55:45,160,64405,36511,9,attack,HIGH,89
2025-12-30 09:55:35,137,51004,24164,7,attack,MEDIUM,90
2025-12-30 09:55:25,63,102075,81229,8,normal,LOW,13
2025-12-30 09:55:15,170,50553,76385,1,normal,LOW,26
2025-12-30 09:55:05,72,89920,119801,2,normal,LOW,8
2025-12-30 09:54:55,32,93641,101435,0,normal,LOW,24
2025-12-30 09:54:45,38,16895,92212,7,normal,LOW,19
2025-12-30 09:54:35,24,118631,90751,7,normal,LOW,28
2025-12-30 09:54:25,32,6658,32298,6,normal,LOW,17
2025-12-30 09:54:15,89,91673,38198,3,normal,LOW,27
